-4	-2	6.68071839770828E+15
-4	-1.95	267228158470171
-4	-1.9	267228158470166
-4	-1.85	267228158470165
-4	-1.8	267228158470164
-4	-1.75	267228158470164
-4	-1.7	267228158470163
-4	-1.65	267228158470163
-4	-1.6	267228158470163
-4	-1.55	267228158470163
-4	-1.5	267228158470163
-4	-1.45	267228158470163
-4	-1.4	267228158470164
-4	-1.35	267228158470164
-4	-1.3	267228158470164
-4	-1.25	267228158470165
-4	-1.2	267228158470166
-4	-1.15	267228158470167
-4	-1.1	267228158470171
-4	-1.05	267228158470181
-4	-0.999999999999999	-705090948785583
-4	-0.949999999999999	267228158470140
-4	-0.899999999999999	267228158470150
-4	-0.849999999999999	267228158470154
-4	-0.799999999999999	267228158470155
-4	-0.749999999999999	267228158470156
-4	-0.699999999999999	267228158470157
-4	-0.649999999999999	267228158470157
-4	-0.599999999999999	267228158470157
-4	-0.549999999999999	267228158470157
-4	-0.499999999999999	267228158470157
-4	-0.449999999999999	267228158470157
-4	-0.399999999999999	267228158470157
-4	-0.349999999999999	267228158470157
-4	-0.299999999999999	267228158470157
-4	-0.249999999999999	267228158470156
-4	-0.199999999999999	267228158470155
-4	-0.149999999999999	267228158470154
-4	-0.0999999999999988	267228158470150
-4	-0.0499999999999988	267228158470140
-4	1.20736753927986E-15	1.09578499175168E+15
-4	0.0500000000000012	267228158470180
-4	0.100000000000001	267228158470170
-4	0.150000000000001	267228158470167
-4	0.200000000000001	267228158470166
-4	0.250000000000001	267228158470165
-4	0.300000000000001	267228158470164
-4	0.350000000000001	267228158470163
-4	0.400000000000001	267228158470163
-4	0.450000000000001	267228158470163
-4	0.500000000000001	267228158470163
-4	0.550000000000001	267228158470163
-4	0.600000000000001	267228158470162
-4	0.650000000000001	267228158470162
-4	0.700000000000001	267228158470162
-4	0.750000000000001	267228158470162
-4	0.800000000000001	267228158470162
-4	0.850000000000002	267228158470162
-4	0.900000000000002	267228158470162
-4	0.950000000000002	NaN
-4	1	NaN
-4	1.05	NaN
-4	1.1	NaN
-4	1.15	NaN
-4	1.2	NaN
-4	1.25	NaN
-4	1.3	NaN
-4	1.35	NaN
-4	1.4	NaN
-4	1.45	NaN
-4	1.5	NaN
-4	1.55	NaN
-4	1.6	NaN
-4	1.65	NaN
-4	1.7	NaN
-4	1.75	NaN
-4	1.8	NaN
-4	1.85	NaN
-4	1.9	NaN
-4	1.95	NaN
-3.95	-2	6.41349023923812E+15
-3.95	-1.95	11.4121624046904
-3.95	-1.9	6.46543780359209
-3.95	-1.85	4.85763778913053
-3.95	-1.8	4.09006375438393
-3.95	-1.75	3.66434669618194
-3.95	-1.7	3.415900698569
-3.95	-1.65	3.27600733245445
-3.95	-1.6	3.21256107598924
-3.95	-1.55	3.21064370523519
-3.95	-1.5	3.26525265553712
-3.95	-1.45	3.3788018009528
-3.95	-1.4	3.56125783322272
-3.95	-1.35	3.83277339401623
-3.95	-1.3	4.23034308656645
-3.95	-1.25	4.82333848637604
-3.95	-1.2	5.75297649376827
